company,product,color,price,material,model,Avg_Rating,No. Reviews,No. Rating,link
asian,"Turbo-13 Gym,Sports,Trainig,Stylish With Extra Comfort Running Shoes For Men",White,? 764,Soft breathable fabric lining which prevents sweating,Mesh,4.1,"9,528","84,288",https://www.flipkart.com/asian-turbo-13-gym-sports-trainig-stylish-extra-comfort-running-shoes-men/p/itm745eab774f740?pid=SHOGTFCFGT734GZB&lid=LSTSHOGTFCFGT734GZBZYUPBP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_896&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGTFCFGT734GZB.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
RGY,"Stylish Comfortable Lightweight, Breathable Socks Sports Walking Shoes For Men",White,? 549,Textile,"Stylish Comfortable Lightweight, Breathable Socks Sports",3.9,34,710,https://www.flipkart.com/rgy-stylish-comfortable-lightweight-breathable-socks-sports-walking-shoes-men/p/itmae2e2603bdbaf?pid=SHOGWHKWZVFDP9SG&lid=LSTSHOGWHKWZVFDP9SGBNN0T6&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_897&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk_xPnE4634sXiEqBS48ka7n99nBZLtKzvii0Yb43WjgwA%3D%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
PUMA,Supertec Running Shoes For Men,White,"? 3,679",Mesh,Supertec,3.9,214,"2,967",https://www.flipkart.com/puma-supertec-running-shoes-men/p/itmaee349be80393?pid=SHOG8VF73S65QSPV&lid=LSTSHOG8VF73S65QSPVWO9TFF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_898&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk9vxDphpGyk4b4Fduwfz6ch2ANKAHUxOTUne6M0Tw5JmQ%3D%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
SEGA,Running Shoes For Men,White,? 739,Memory Foam,Mesh,3.8,26,347,https://www.flipkart.com/sega-running-shoes-men/p/itm927c5297455ad?pid=SHOG5K23W33CQCRX&lid=LSTSHOG5K23W33CQCRXLPX6TL&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_899&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOG5K23W33CQCRX.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
ADIDAS,Expereo M Running Shoes For Men,Grey,"? 2,575",Textile,Expereo M,4.3,8,99,https://www.flipkart.com/adidas-expereo-m-running-shoes-men/p/itm2771e05c88895?pid=SHOGW4GYJ8XFYGZP&lid=LSTSHOGW4GYJ8XFYGZPUUNOZK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_900&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGW4GYJ8XFYGZP.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
REEBOK,Troo Flight Running Shoes For Men,Navy,"? 1,024",Mesh,Troo Flight,4.2,126,"1,292",https://www.flipkart.com/reebok-troo-flight-running-shoes-men/p/itm4ef9dfa072be8?pid=SHOG4YZEZMWHRCVZ&lid=LSTSHOG4YZEZMWHRCVZWBTNSQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_901&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk_MU--QGHiRJVJIEH_97hse75_p_OoXm-7yyUu_8Md5Rw%3D%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
REEBOK,Super Speed Walking Shoes For Men,White,"? 1,047",Mesh,Super Speed,4.2,890,"10,091",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm0f7a194e99709?pid=SHOGRSZBZKZTAMBM&lid=LSTSHOGRSZBZKZTAMBML5HFGK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_902&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk8NOTDvmyFB6uPl7cNhKBZPMEFPUeEJeKFy7AK0NPFKgYE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
Sparx,SM-9012 Running Shoes For Men,Black,? 619,Canvas,Mesh,3.9,150,860,https://www.flipkart.com/sparx-sm-9012-running-shoes-men/p/itmdcf9b7db0f121?pid=SHOEM6YBFATKJG8G&lid=LSTSHOEM6YBFATKJG8GJ7VSZK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_903&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOEM6YBFATKJG8G.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
Sparx,SM438 SHOES FOR MEN Running Shoes For Men,Brown,"? 1,403",Suede,SM438 SHOES FOR MEN,4.2,"1,128","9,311",https://www.flipkart.com/sparx-sm438-shoes-men-running/p/itm0a5e00a7d7101?pid=SHOGZ5ZWU8B4XQPD&lid=LSTSHOGZ5ZWU8B4XQPDHQZBLR&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_904&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGZ5ZWU8B4XQPD.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
asian,"Carbon-02 Grey Sports,Gym,Training,Walking,Stylish Training & Gym Shoes For Men","Grey, Green","? 1,063",Soft breathable fabric lining which prevents sweating,Mesh,4,325,"3,476",https://www.flipkart.com/asian-carbon-02-grey-sports-gym-training-walking-stylish-training-gym-shoes-men/p/itm6106cc90a6b0e?pid=SHOGJUVYUWZJZBNB&lid=LSTSHOGJUVYUWZJZBNBKOXPKY&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_905&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGJUVYUWZJZBNB.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
asian,Running Shoes For Men,Black,? 718,Mesh,Men,3.9,235,"2,924",https://www.flipkart.com/asian-running-shoes-men/p/itme89ab8e3d20b2?pid=SHOG69HNPJH6CDKQ&lid=LSTSHOG69HNPJH6CDKQOQ54WK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_906&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOG69HNPJH6CDKQ.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
REEBOK,Fusion Lux 2.0 M Walking Shoes For Men,Black,"? 1,199","Synthetic, Textile",Fusion Lux 2.0 M,4,95,"1,129",https://www.flipkart.com/reebok-fusion-lux-2-0-m-walking-shoes-men/p/itma539cbb966480?pid=SHOGQF77QGGVJ7YE&lid=LSTSHOGQF77QGGVJ7YE07ERF9&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_907&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk8yM5r3FSzx7zHUaGiTbvZLdLgUiAiZfPA-8q5RLzn_UoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
REEBOK,Free Hill Running Shoes For Men,Blue,"? 1,423",Synthetic,Free Hill,3.9,7,109,https://www.flipkart.com/reebok-free-hill-running-shoes-men/p/itma5624413eb7fe?pid=SHOGQF7FUXVARHNH&lid=LSTSHOGQF7FUXVARHNHINRFKF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_908&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk8gU49OC88L9_lS9er5r_4O8y4N2HnkI65JlS1Q1X5Ej0Ksf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
Sparx,SM-752 Running Shoes For Men,"Navy, Blue","? 1,039",Mesh,SM-752,3.8,148,"1,877",https://www.flipkart.com/sparx-sm-752-running-shoes-men/p/itm3311a64512985?pid=SHOGGJSCGZFGYVGQ&lid=LSTSHOGGJSCGZFGYVGQHOUTQ8&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_909&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGGJSCGZFGYVGQ.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
PUMA,Puma knit V3 Sneakers For Men,Black,"? 1,434",Textile,Puma knit V3,4.2,199,"2,673",https://www.flipkart.com/puma-knit-v3-sneakers-men/p/itmab52b4a12bde4?pid=SHOGDRGNG2GKJJ8V&lid=LSTSHOGDRGNG2GKJJ8VVAQKAU&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_910&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGDRGNG2GKJJ8V.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
REEBOK,Smart trek M Running Shoes For Men,Black,"? 1,271",Synthetic,Smart trek M,4.3,4,50,https://www.flipkart.com/reebok-smart-trek-m-running-shoes-men/p/itm13affc3db4cfc?pid=SHOGQF7FKEFK62KS&lid=LSTSHOGQF7FKEFK62KSHMC7PF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_911&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk-lwx_ChNRJNKp2GgM0V1J0rF933cT1vRCYonzIMZtwiuo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
REEBOK,Run Snazzy Casuals For Men,Grey,"? 1,203",Synthetic,Run Snazzy,5,0,3,https://www.flipkart.com/reebok-run-snazzy-casuals-men/p/itma9f8ce3d764f7?pid=SHOGQF7733RZKXBJ&lid=LSTSHOGQF7733RZKXBJ7GYDXZ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_912&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk-56bpR765BqIxBVVVMRttzb3k8h9kjKGZ56UTXRNK4rkhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
Skechers,GO WALK FLEX Walking Shoes For Men,Black,"? 3,149",Mesh,GO WALK FLEX,4.3,38,397,https://www.flipkart.com/skechers-go-walk-flex-walking-shoes-men/p/itm1b46b72739356?pid=SHOGJFFSAUXT9GJQ&lid=LSTSHOGJFFSAUXT9GJQIGQPPJ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_913&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGJFFSAUXT9GJQ.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
CAMPUS,CAD Walking Shoes For Men,Grey,"? 1,065",Mesh,CAD,4.2,175,"2,444",https://www.flipkart.com/campus-cad-walking-shoes-men/p/itm686b07480bd63?pid=SHOGCZXVMRYGY4GQ&lid=LSTSHOGCZXVMRYGY4GQWANHZK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_914&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGCZXVMRYGY4GQ.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
CAMPUS,ABACUS Training & Gym Shoes For Men,Multicolor,"? 1,406",Mesh,ABACUS,4.1,"1,481","13,940",https://www.flipkart.com/campus-abacus-training-gym-shoes-men/p/itm3bd0eac0afbbf?pid=SHOG6Z4752FAFUUE&lid=LSTSHOG6Z4752FAFUUEXH6PFT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_915&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOG6Z4752FAFUUE.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
Sparx,Running Shoes For Men,Black,"? 1,079",Memory Cushion Footbed,Fabric,4.1,"1,146","13,505",https://www.flipkart.com/sparx-running-shoes-men/p/itma9988962530b0?pid=SHOGYAFZZWUGQKD8&lid=LSTSHOGYAFZZWUGQKD8IYSM16&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_916&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGYAFZZWUGQKD8.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
REEBOK,Emergo runner M Running Shoes For Men,Black,"? 1,388",Textile,Emergo runner M,4.3,453,"5,307",https://www.flipkart.com/reebok-emergo-runner-m-running-shoes-men/p/itm5bc334ee2e93e?pid=SHOGHXWZP3RQRXJY&lid=LSTSHOGHXWZP3RQRXJYYQTCYQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_917&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk8knuNPJRdM4v6shzdEe4L1M70zBZ94ArpDrVlQrqRiq4nfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
CAMPUS,DROOL Running Shoes For Men,Blue,"? 1,045",Mesh,DROOL,4,23,286,https://www.flipkart.com/campus-drool-running-shoes-men/p/itm8d6713b705fd8?pid=SHOGTYT7RQXGXEXK&lid=LSTSHOGTYT7RQXGXEXKJK06J1&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_918&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_3jPi-IC9WUKIDHN0wAe1SD-uOG2YeBQBltYsh0hJZk9NqzWl6rPYxtoUqTAyYSNY1iungrzvcV2dEsvh-hFDrWVkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
ADIDAS,WalkAnew M Walking Shoes For Men,Black,"? 2,500",Synthetic,WalkAnew M,4.3,99,957,https://www.flipkart.com/adidas-walkanew-m-walking-shoes-men/p/itm0f75de7d8a837?pid=SHOGJVMA85W4DZAP&lid=LSTSHOGJVMA85W4DZAPXHLTM3&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_919&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGJVMA85W4DZAP.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
Sparx,SM-704 Running Shoes For Men,Green,"? 1,403",Textile,SM-704,4.1,224,"2,431",https://www.flipkart.com/sparx-sm-704-running-shoes-men/p/itmb484d33b80901?pid=SHOGC2VZUHGRED4B&lid=LSTSHOGC2VZUHGRED4BTK14WS&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_23_920&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=61bef648-9009-4cef-8c88-35c0642618b6.SHOGC2VZUHGRED4B.SEARCH&ppt=None&ppn=None&ssid=s7ejfu8ge80000001714909065537
Abros,ARIZONA-N Running Shoes For Men,White,? 799,FLYKNIT/MESH,Mesh,3.9,264,"3,447",https://www.flipkart.com/abros-arizona-n-running-shoes-men/p/itma55de8d3f0f93?pid=SHOGC2M9JEUFQXEW&lid=LSTSHOGC2M9JEUFQXEW6N2RYP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_921&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAHcMDbPxPvgXm7yOw2T4SdmxTmfjUGmG2hpj990SuADiPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,SUPER SPEED Walking Shoes For Men,Black,"? 1,047",Mesh,SUPER SPEED,4.2,889,"10,037",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm89c8fc193819a?pid=SHOGR7FYUYZF3W2G&lid=LSTSHOGR7FYUYZF3W2GI1BATM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_922&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAGtowb_7HsHt54NZN72tBmTcoQd4W-G---uDY1MjmtatQ%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
RED TAPE,"Sports Athleisure Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",Black,"? 1,219",Textile,"Sports Athleisure Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.1,31,258,https://www.flipkart.com/red-tape-sports-athleisure-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itmb23fd7739cd6d?pid=SHOGW5NYWYHARR6H&lid=LSTSHOGW5NYWYHARR6HJAIU9K&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_923&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGW5NYWYHARR6H.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
asian,"Turbo-13 Gym,Sports,Trainig,Stylish With Extra Comfort Running Shoes For Men",White,? 764,Soft breathable fabric lining which prevents sweating,Mesh,4.1,"9,528","84,288",https://www.flipkart.com/asian-turbo-13-gym-sports-trainig-stylish-extra-comfort-running-shoes-men/p/itm745eab774f740?pid=SHOGTFCFGT734GZB&lid=LSTSHOGTFCFGT734GZBZYUPBP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_924&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGTFCFGT734GZB.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
bacca bucci,IRONMAN Everyday Running/Walking/Training Shoe with High abrasion rubber outsole Running Shoes For Men,White,"? 1,499",Mesh,IRONMAN Everyday Running/Walking/Training Shoe with High abrasion rubber outsole,4,65,551,https://www.flipkart.com/bacca-bucci-ironman-everyday-running-walking-training-shoe-high-abrasion-rubber-outsole-running-shoes-men/p/itm227e33d356025?pid=SHOGMXTUQC3SXWKM&lid=LSTSHOGMXTUQC3SXWKMO2ORLW&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_925&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGMXTUQC3SXWKM.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
asian,For Men,White,? 799,Fabric,Men,4.1,"5,413","48,853",https://www.flipkart.com/asian-for-men/p/itm2e9b271d57045?pid=SHOGFZ5UWFYAZ7TW&lid=LSTSHOGFZ5UWFYAZ7TWFUE9YE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_926&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGFZ5UWFYAZ7TW.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Stride Runner M Running Shoes For Men,Black,"? 1,047",Synthetic,Stride Runner M,4.2,"1,543","17,892",https://www.flipkart.com/reebok-stride-runner-m-running-shoes-men/p/itm15aeeb7a4bbd2?pid=SHOGEUFG6AZZ8XT3&lid=LSTSHOGEUFG6AZZ8XT34ROWHT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_927&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAEz5AH8SakNuFCMHL87fHacZ2pDF5zlSIrBV613igH6AQ%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
ASE,"Durable Performance Cricket Shoes with Dual Closure, Laces and Strap Cricket Shoes For Men",Orange,? 735,Denim,PU,4.1,"1,162","13,322",https://www.flipkart.com/ase-durable-performance-cricket-shoes-dual-closure-laces-strap-men/p/itmd1de5ac7a382d?pid=SHOGAA64GRZHVZVH&lid=LSTSHOGAA64GRZHVZVH7SKIRV&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_928&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAFysnY_5avzjNHVEpQZ-FVsFG4eyREis7o4dKk8OMJhxA%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
Sparx,Running Shoes For Men,Black,"? 1,079",Memory Cushion Footbed,Fabric,4.1,"1,145","13,499",https://www.flipkart.com/sparx-running-shoes-men/p/itma9988962530b0?pid=SHOGYAFZZWUGQKD8&lid=LSTSHOGYAFZZWUGQKD8IYSM16&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_929&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGYAFZZWUGQKD8.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Energy streak M Casuals For Men,Black,"? 1,529","Mesh, Synthetic",Energy streak M,4.2,242,"2,295",https://www.flipkart.com/reebok-energy-streak-m-casuals-men/p/itm08d48e6721248?pid=SHOGQF7FJGFVXRNN&lid=LSTSHOGQF7FJGFVXRNNGPU4GX&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_930&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGQF7FJGFVXRNN.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
RGY,"Stylish Comfortable Lightweight, Breathable Socks Sports Walking Shoes For Men",White,? 549,Textile,"Stylish Comfortable Lightweight, Breathable Socks Sports",3.9,34,710,https://www.flipkart.com/rgy-stylish-comfortable-lightweight-breathable-socks-sports-walking-shoes-men/p/itmae2e2603bdbaf?pid=SHOGWHKWZVFDP9SG&lid=LSTSHOGWHKWZVFDP9SGBNN0T6&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_931&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAEAeWma7ktESfpA9n6OMN7XYXgSVNOXMALrBl3yLD-_Ug%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Super Speed Walking Shoes For Men,Grey,"? 1,047",Mesh,Super Speed,4.3,27,360,https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm83346d89649da?pid=SHOGRSZCXJCXJQGX&lid=LSTSHOGRSZCXJCXJQGXJWFOCA&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_932&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAHhMqHUFDRICW13oSVs7JE1ijhmMgVL9Hsl-0EtGXEtrQ%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
BERSACHE,"Premium Sports ,Gym, Trending, Stylish Running Shoes For Men",Blue,"? 1,142",Fabric,"Premium Sports ,Gym, Trending, Stylish",4,452,"5,719",https://www.flipkart.com/bersache-premium-sports-gym-trending-stylish-running-shoes-men/p/itmdbb91a6916b73?pid=SHOGFJYFUVWWCQDG&lid=LSTSHOGFJYFUVWWCQDG2V7RXB&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_933&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGFJYFUVWWCQDG.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
Skechers,GO RUN CONSISTENT Running Shoes For Men,Navy,"? 3,574",AIR COOLED GOGA MAT,Rubber,4.3,1,19,https://www.flipkart.com/skechers-go-run-consistent-running-shoes-men/p/itmd8e9eb07bf276?pid=SHOGSGRAQRN9GM6H&lid=LSTSHOGSGRAQRN9GM6HUVTP4L&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_934&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGSGRAQRN9GM6H.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
RED TAPE,Walking Shoes For Men,Black,"? 1,289",PU,Men,4.1,101,"1,045",https://www.flipkart.com/red-tape-walking-shoes-men/p/itmb1f69ef6e20b8?pid=SHOGGZ4SUR9NPZBW&lid=LSTSHOGGZ4SUR9NPZBWV7TRMC&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_935&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGGZ4SUR9NPZBW.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
NIVIA,Storm Football Shoes For Men,White,? 663,"PVC, Synthetic Leather",Storm,4.1,301,"3,352",https://www.flipkart.com/nivia-storm-football-shoes-men/p/itm7270f7826c32b?pid=SHOGFYHTCU9FFVYT&lid=LSTSHOGFYHTCU9FFVYTLRNKE1&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_936&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGFYHTCU9FFVYT.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
