company,product,color,price,material,model,Avg_Rating,No. Reviews,No. Rating,link
REEBOK,Motion Enhanced M Training & Gym Shoes For Men,Navy,"? 1,349","Synthetic, Textile",Motion Enhanced M,4.1,102,"1,442",https://www.flipkart.com/reebok-motion-enhanced-m-training-gym-shoes-men/p/itm83145b1b3e8b4?pid=SHOGHXWSZR8VPDY7&lid=LSTSHOGHXWSZR8VPDY7SMI12A&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_937&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAGGnCIp7eZGIlFkcGeoorpVonOUlv7ikSWaX-uZQWouXQ%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Voyager M Running Shoes For Men,White,"? 1,203",Synthetic,Voyager M,4.3,6,44,https://www.flipkart.com/reebok-voyager-m-running-shoes-men/p/itm076c4e02498a7?pid=SHOGX8PDGMXZVZR7&lid=LSTSHOGX8PDGMXZVZR73GVTBM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_938&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAH5DWOre9xaBLtqMWv5hagrphmyolpuC9UDTEJDqCzgiA%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Megathunder TR M Training & Gym Shoes For Men,Grey,"? 2,119",Synthetic,Megathunder TR M,4.1,233,"2,475",https://www.flipkart.com/reebok-megathunder-tr-m-training-gym-shoes-men/p/itm48c6d977654e1?pid=SHOGEUFGTK6YZPAK&lid=LSTSHOGEUFGTK6YZPAKFWBKEN&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_939&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGEUFGTK6YZPAK.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
ADIDAS,Alliver M Walking Shoes For Men,Blue,"? 1,250",Synthetic,Alliver M,4.3,197,"1,795",https://www.flipkart.com/adidas-alliver-m-walking-shoes-men/p/itm95af01a2623e1?pid=SHOG9XNZNBTUFWAZ&lid=LSTSHOG9XNZNBTUFWAZXWQIP9&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_940&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOG9XNZNBTUFWAZ.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Super Speed Walking Shoes For Men,White,"? 1,047",Mesh,Super Speed,4.2,890,"10,091",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm0f7a194e99709?pid=SHOGRSZBZKZTAMBM&lid=LSTSHOGRSZBZKZTAMBML5HFGK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_941&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAGJ9iRNBWtq_tQuEPRgVjacTqxUV4gLro5lRMIlnA2xqA%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
Roamra,Casual Sneakers Colourful Outdoor Shoes For Boys Nad Men Running Shoes For Men,Blue,? 699,Canvas,Polyester,4.2,1,19,https://www.flipkart.com/roamra-casual-sneakers-colourful-outdoor-shoes-boys-nad-men-running/p/itm66956acf6713d?pid=SHOGZFFGMQVTYEFY&lid=LSTSHOGZFFGMQVTYEFYQQEC1L&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_942&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAELQ9gm4wpoHIKOAtqkRoge_8YxnMqq1pF5x0RSFt73nw%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
bacca bucci,Sports Shoes Training & Gym Shoes For Men,White,"? 1,399","Mesh, PU",Sports Shoes,4.2,765,"5,405",https://www.flipkart.com/bacca-bucci-sports-shoes-training-gym-men/p/itma6ac4f07f9ebd?pid=SHOFWBZZGNTYSG4B&lid=LSTSHOFWBZZGNTYSG4BSZ93JG&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_943&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOFWBZZGNTYSG4B.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
DUCATI,MOTORSPORTS LEGACY Running Shoes For Men,Navy,? 729,Mesh,MOTORSPORTS LEGACY,3.8,11,144,https://www.flipkart.com/ducati-motorsports-legacy-running-shoes-men/p/itma0be9231ec479?pid=SHOGRK2JZYCHCHSB&lid=LSTSHOGRK2JZYCHCHSBJ1VL9M&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_944&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGRK2JZYCHCHSB.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
CAMPUS,XING Running Shoes For Men,Beige,"? 1,149",MEMORY TECH,Mesh,4.1,86,"1,293",https://www.flipkart.com/campus-xing-running-shoes-men/p/itm3ebf10c97f3ed?pid=SHOGAYGJM7BAS6QR&lid=LSTSHOGAYGJM7BAS6QRVBDNOJ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_945&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGAYGJM7BAS6QR.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
PUMA,Puma knit V3 Sneakers For Men,Black,"? 1,434",Textile,Puma knit V3,4.2,199,"2,673",https://www.flipkart.com/puma-knit-v3-sneakers-men/p/itmab52b4a12bde4?pid=SHOGDRGNG2GKJJ8V&lid=LSTSHOGDRGNG2GKJJ8VVAQKAU&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_946&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGDRGNG2GKJJ8V.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Fusion Lux 2.0 M Walking Shoes For Men,Black,"? 1,199","Synthetic, Textile",Fusion Lux 2.0 M,4,95,"1,129",https://www.flipkart.com/reebok-fusion-lux-2-0-m-walking-shoes-men/p/itma539cbb966480?pid=SHOGQF77QGGVJ7YE&lid=LSTSHOGQF77QGGVJ7YE07ERF9&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_947&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAGbQ0pz5ubo9AROGJZ_64F2dLgUiAiZfPA-8q5RLzn_Uk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Free Hill Running Shoes For Men,Blue,"? 1,423",Synthetic,Free Hill,3.9,7,109,https://www.flipkart.com/reebok-free-hill-running-shoes-men/p/itma5624413eb7fe?pid=SHOGQF7FUXVARHNH&lid=LSTSHOGQF7FUXVARHNHINRFKF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_948&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAFSuE_3J0tsuGqZY1pV2uGW8y4N2HnkI65JlS1Q1X5Ej4QEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
PUMA,PUMA Turf Slip On Running Shoes For Men,Black,"? 1,719",Textile,PUMA Turf Slip On,4.3,81,926,https://www.flipkart.com/puma-turf-slip-running-shoes-men/p/itme457116fc0d55?pid=SHOGDRGZKPRGCTEH&lid=LSTSHOGDRGZKPRGCTEH42PULF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_949&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGDRGZKPRGCTEH.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
CAMPUS,MASTER Running Shoes For Men,Black,"? 1,164",Mesh,MASTER,4.1,278,"2,690",https://www.flipkart.com/campus-master-running-shoes-men/p/itmacd1974395468?pid=SHOFYW6VBWKDUNZF&lid=LSTSHOFYW6VBWKDUNZFAOGFAQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_950&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOFYW6VBWKDUNZF.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Smart trek M Running Shoes For Men,Black,"? 1,271",Synthetic,Smart trek M,4.3,4,50,https://www.flipkart.com/reebok-smart-trek-m-running-shoes-men/p/itm13affc3db4cfc?pid=SHOGQF7FKEFK62KS&lid=LSTSHOGQF7FKEFK62KSHMC7PF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_951&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAFZgaqcVoLJwYVdBJy6XX25rF933cT1vRCYonzIMZtwikKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Emergo runner M Running Shoes For Men,Black,"? 1,388",Textile,Emergo runner M,4.3,453,"5,307",https://www.flipkart.com/reebok-emergo-runner-m-running-shoes-men/p/itm5bc334ee2e93e?pid=SHOGHXWZP3RQRXJY&lid=LSTSHOGHXWZP3RQRXJYYQTCYQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_952&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAGp0w_RhFY_B71B3O4O4l-FM70zBZ94ArpDrVlQrqRiq-o15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
REEBOK,Conclave runner M Casuals For Men,Grey,"? 1,633","Mesh, Synthetic",Conclave runner M,4.2,173,"2,024",https://www.flipkart.com/reebok-conclave-runner-m-casuals-men/p/itma4e67d146e284?pid=SHOGHXWZGVHRT438&lid=LSTSHOGHXWZGVHRT4386J213V&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_953&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGHXWZGVHRT438.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
PUMA,PUMA DISRIDE Running Shoes For Men,Black,"? 2,579",Textile,PUMA DISRIDE,4,95,"1,062",https://www.flipkart.com/puma-disride-running-shoes-men/p/itme61bc4b420c05?pid=SHOGHQ8MBYXDNUSA&lid=LSTSHOGHQ8MBYXDNUSADXRLHB&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_954&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGHQ8MBYXDNUSA.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
CAMPUS,CAMP MARLON Running Shoes For Men,Blue,"? 1,164",Mesh,CAMP MARLON,4.1,316,"4,094",https://www.flipkart.com/campus-camp-marlon-running-shoes-men/p/itmb61466ab8a85a?pid=SHOGGCZBVKZ7UZFJ&lid=LSTSHOGGCZBVKZ7UZFJASC6FW&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_955&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGGCZBVKZ7UZFJ.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
HRX by Hrithik Roshan,FUSION RUNNER Running Shoes For Men,Black,? 924,Fabric,FUSION RUNNER,4.1,92,"1,169",https://www.flipkart.com/hrx-hrithik-roshan-fusion-runner-running-shoes-men/p/itm34eb98f605966?pid=SHOGZ4RRKK3ZSZQD&lid=LSTSHOGZ4RRKK3ZSZQDYIPZCM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_956&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGZ4RRKK3ZSZQD.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
Airson,"sports shoes for men | Latest Lightweight walking, gym, party Running Shoes Running Shoes For Men","Grey, Green",? 492,Mesh,Mesh,3.9,398,"5,606",https://www.flipkart.com/airson-sports-shoes-men-latest-lightweight-walking-gym-party-running/p/itm0eb1b481cf361?pid=SHOGZBK2C7QEJYVK&lid=LSTSHOGZBK2C7QEJYVK2KDCZE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_957&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAF5N-yzHp7nr7P1bmdvWULJwy4St39L56_VwZT_hKmxxQ%3D%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
CAMPUS,DROOL Running Shoes For Men,Blue,"? 1,045",Mesh,DROOL,4,23,286,https://www.flipkart.com/campus-drool-running-shoes-men/p/itm8d6713b705fd8?pid=SHOGTYT7RQXGXEXK&lid=LSTSHOGTYT7RQXGXEXKJK06J1&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_958&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_0ZZhj4fDi36hWAMrQ-FGb9fgEDKNgs0LJr1jvI-eNAGp1f3oSjYWVBZchLFYRIcK1iungrzvcV2dEsvh-hFDrYnfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
ASE,Badminton Squash Table Tennis Volleyball Non-Marking Shoe with Power Cushion Badminton Shoes For Men,Red,? 899,PU,Badminton Squash Table Tennis Volleyball Non-Marking Shoe with Power Cushion,3.9,275,"3,364",https://www.flipkart.com/ase-badminton-squash-table-tennis-volleyball-non-marking-shoe-power-cushion-shoes-men/p/itm5b21dc81d9f69?pid=SHOGBJNPZMHYJ6QG&lid=LSTSHOGBJNPZMHYJ6QGXIDZRA&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_959&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOGBJNPZMHYJ6QG.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
CAMPUS,NORTH PLUS Running Shoes For Men,Black,"? 1,293",Memory Foam,Mesh,4.1,"9,411","1,04,626",https://www.flipkart.com/campus-north-plus-running-shoes-men/p/itm0859a2d4311c9?pid=SHOFY4DPSCGPT6SA&lid=LSTSHOFY4DPSCGPT6SAW2CHIL&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_24_960&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=99f31ed3-97d7-4b5b-bd5d-e4c05ebbc2a8.SHOFY4DPSCGPT6SA.SEARCH&ppt=None&ppn=None&ssid=axmh3hih5c0000001714909099811
Abros,ARIZONA-N Running Shoes For Men,White,? 799,FLYKNIT/MESH,Mesh,3.9,264,"3,447",https://www.flipkart.com/abros-arizona-n-running-shoes-men/p/itma55de8d3f0f93?pid=SHOGC2M9JEUFQXEW&lid=LSTSHOGC2M9JEUFQXEW6N2RYP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_961&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_b3f7Y9wb-q5LSQegzNBdOkl0reJO9j4vwK2spS8OxkKdG0ga8Q0nRuyvaxvA2fn4xTmfjUGmG2hpj990SuADiPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
REEBOK,SUPER SPEED Walking Shoes For Men,Black,"? 1,047",Mesh,SUPER SPEED,4.2,889,"10,037",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm89c8fc193819a?pid=SHOGR7FYUYZF3W2G&lid=LSTSHOGR7FYUYZF3W2GI1BATM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_962&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_b3f7Y9wb-q5LSQegzNBdOkl0reJO9j4vwK2spS8OxkIIoQ0g7jtJCiHxPvFvRlpIcoQd4W-G---uDY1MjmtatQ%3D%3D&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
REEBOK,Troo Flight Running Shoes For Men,Navy,"? 1,024",Mesh,Troo Flight,4.2,126,"1,292",https://www.flipkart.com/reebok-troo-flight-running-shoes-men/p/itm4ef9dfa072be8?pid=SHOG4YZEZMWHRCVZ&lid=LSTSHOG4YZEZMWHRCVZWBTNSQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_963&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOG4YZEZMWHRCVZ.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
ADIDAS,TENSUAR M3 Running Shoes For Men,Black,"? 1,759",Synthetic,TENSUAR M3,3.8,90,948,https://www.flipkart.com/adidas-tensuar-m3-running-shoes-men/p/itmf8966cc0ad627?pid=SHOGTHEKMMXDMSHF&lid=LSTSHOGTHEKMMXDMSHFXLWYSH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_964&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGTHEKMMXDMSHF.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
PUMA,Rapid Runner IDP Running Shoes For Men,Black,"? 1,719",Mesh,Rapid Runner IDP,4.2,943,"7,650",https://www.flipkart.com/puma-rapid-runner-idp-running-shoes-men/p/itmfd87828z6g7ca?pid=SHOFD86YM6V5KMNY&lid=LSTSHOFD86YM6V5KMNYS9D0XR&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_965&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOFD86YM6V5KMNY.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
ADIDAS,Flodean M Walking Shoes For Men,Grey,"? 1,650",Mesh,Flodean M,4.2,430,"4,736",https://www.flipkart.com/adidas-flodean-m-walking-shoes-men/p/itma86ee03b1c535?pid=SHOGGW2ENDPCPFJZ&lid=LSTSHOGGW2ENDPCPFJZ9KS0ZO&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_966&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGGW2ENDPCPFJZ.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
REEBOK,Stride Runner M Running Shoes For Men,Black,"? 1,047",Synthetic,Stride Runner M,4.2,"1,543","17,892",https://www.flipkart.com/reebok-stride-runner-m-running-shoes-men/p/itm15aeeb7a4bbd2?pid=SHOGEUFG6AZZ8XT3&lid=LSTSHOGEUFG6AZZ8XT34ROWHT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_967&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_b3f7Y9wb-q5LSQegzNBdOkl0reJO9j4vwK2spS8OxkJfoZYcpx28PxumSlM0VOnEZ2pDF5zlSIrBV613igH6AQ%3D%3D&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
ASE,"Durable Performance Cricket Shoes with Dual Closure, Laces and Strap Cricket Shoes For Men",Orange,? 735,Denim,PU,4.1,"1,162","13,322",https://www.flipkart.com/ase-durable-performance-cricket-shoes-dual-closure-laces-strap-men/p/itmd1de5ac7a382d?pid=SHOGAA64GRZHVZVH&lid=LSTSHOGAA64GRZHVZVH7SKIRV&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_968&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_b3f7Y9wb-q5LSQegzNBdOkl0reJO9j4vwK2spS8OxkI-offL8FJf5IrktvDfF-YFFG4eyREis7o4dKk8OMJhxA%3D%3D&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
asian,"Innova-04 Grey Sports,Walking,Training,Gym,Stylish Running Shoes For Men","Grey, Maroon","? 1,063",Soft breathable fabric lining which prevents sweating,Fabric,4,"1,269","15,604",https://www.flipkart.com/asian-innova-04-grey-sports-walking-training-gym-stylish-running-shoes-men/p/itm04938c79e26a6?pid=SHOGD3ATWCYDUBAH&lid=LSTSHOGD3ATWCYDUBAHTFLKSG&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_969&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGD3ATWCYDUBAH.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
HRX by Hrithik Roshan,Dynamic Run Running Shoes For Men,Maroon,? 981,Fabric,Dynamic Run,4.1,124,"1,313",https://www.flipkart.com/hrx-hrithik-roshan-dynamic-run-running-shoes-men/p/itm69a62f0c92963?pid=SHOGPEGDRQRAEEUQ&lid=LSTSHOGPEGDRQRAEEUQESOAFC&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_970&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGPEGDRQRAEEUQ.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
REEBOK,Super Speed Walking Shoes For Men,Grey,"? 1,047",Mesh,Super Speed,4.3,27,360,https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm83346d89649da?pid=SHOGRSZCXJCXJQGX&lid=LSTSHOGRSZCXJCXJQGXJWFOCA&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_971&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_b3f7Y9wb-q5LSQegzNBdOkl0reJO9j4vwK2spS8OxkKBCQmCzsf024OV92lkthSIVCRbYUhORmce_mMBnN-dEA%3D%3D&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
REEBOK,Motion Enhanced M Training & Gym Shoes For Men,Navy,"? 1,349","Synthetic, Textile",Motion Enhanced M,4.1,102,"1,442",https://www.flipkart.com/reebok-motion-enhanced-m-training-gym-shoes-men/p/itm83145b1b3e8b4?pid=SHOGHXWSZR8VPDY7&lid=LSTSHOGHXWSZR8VPDY7SMI12A&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_972&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_b3f7Y9wb-q5LSQegzNBdOkl0reJO9j4vwK2spS8OxkLGZRQGyLuicyiYYK0_10K3O_qqF4-yTBq4Nb1a2erkRQ%3D%3D&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
CAMPUS,NORTH PLUS Running Shoes For Men,White,"? 1,293",Mesh,NORTH PLUS,4.1,97,"1,250",https://www.flipkart.com/campus-north-plus-running-shoes-men/p/itmf1bf1a466538b?pid=SHOGWZGZYBJHS2GB&lid=LSTSHOGWZGZYBJHS2GBYKNUUD&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_973&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGWZGZYBJHS2GB.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
CAMPUS,FRED Running Shoes For Men,Beige,? 913,Mesh,FRED,4.1,61,680,https://www.flipkart.com/campus-fred-running-shoes-men/p/itmd1f79c0138451?pid=SHOGCJ3N4WBJ2V3W&lid=LSTSHOGCJ3N4WBJ2V3WIKYZZ8&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_974&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGCJ3N4WBJ2V3W.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
ASE,AgileStriker Youth Cricket Shoes with Velcro Closure Cricket Shoes For Men,Gold,? 899,PU,AgileStriker Youth Cricket Shoes with Velcro Closure,4.1,"1,162","13,322",https://www.flipkart.com/ase-agilestriker-youth-cricket-shoes-velcro-closure-men/p/itm5115006d72aa7?pid=SHOGS37DWQEFYZHU&lid=LSTSHOGS37DWQEFYZHUQHSAQN&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_975&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGS37DWQEFYZHU.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
RED TAPE,"Sports Walking Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",Blue,"? 1,639",Mesh,"Sports Walking Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",3.9,5,68,https://www.flipkart.com/red-tape-sports-walking-shoes-men-soft-cushioned-insole-slip-resistance/p/itm50dca36cea5df?pid=SHOGW5NYNPTWNJZ3&lid=LSTSHOGW5NYNPTWNJZ3Q6VECY&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_976&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=46151a95-ff0b-4173-9f0f-0319d0d261f8.SHOGW5NYNPTWNJZ3.SEARCH&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
RGY,"Stylish Comfortable Lightweight, Breathable Socks Sports Walking Shoes For Men",White,? 549,Textile,"Stylish Comfortable Lightweight, Breathable Socks Sports",3.9,34,716,https://www.flipkart.com/rgy-stylish-comfortable-lightweight-breathable-socks-sports-walking-shoes-men/p/itmae2e2603bdbaf?pid=SHOGWHKWZVFDP9SG&lid=LSTSHOGWHKWZVFDP9SGBNN0T6&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_25_977&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_b3f7Y9wb-q5LSQegzNBdOkl0reJO9j4vwK2spS8OxkIgcGz8el4jPHPbRd1cCxBgopF4ejA69bpy8B_rGrS0Tw%3D%3D&ppt=None&ppn=None&ssid=munofdgxj40000001714909142388
